image_path,noise,scale,contrast,timestamp
src/data/images/frame_000000.jpg,0.4966,16.1074,0.0000,2025-11-06 09:03:38
src/data/images/frame_000002.jpg,0.4094,6.5772,0.0000,2025-11-06 09:39:17
src/data/images/frame_000000.jpg,0.4500,5.0000,0.0000,2025-11-11 21:51:33
